Country Name,Country Code,Selected,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],
India,IND,,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,1.9906807183292,2.23356732610083,2.54016638089795,2.78954175436817,..,..,..,..,..,
India,IND,TRUE,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,..,..,..,..,..,491010,494260,498490,..,..,
India,IND,TRUE,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,..,..,..,..,..,212620,215250,220220,..,..,
India,IND,,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,..,..,9.25729884051672,8.25292351104026,7.99026464783777,1.53732326139603,1.51484253910205,1.56952578084058,1.14645410328562,..,
India,IND,,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,..,..,9.24224930811773,8.60345707101249,8.3837901377496,2.04943968899837,1.79104778035639,1.70444378510896,1.85942161149017,..,
India,IND,,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,41.3128390639122,40.3874016121362,38.3713352032108,39.3197513062973,41.1877383326384,16.3638005613987,16.5583314047008,15.9701574808791,16.6774623971688,18.3189877325451,
India,IND,,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,0.084207443205699,-1.98909882391676,2.33925222308271,9.2242746950164,6.79755863077882,6.60592151893033,2.56095155227749,4.31476631934696,3.03352528735401,
India,IND,,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,83909588248.6259,83980246367.4945,82309796274.6762,84235230013.8465,92005319020.3026,363373333578.74,387377490815.672,397298040679.89,414440522726.571,427012680784.524,
India,IND,,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,3985661717529.84,3989017941357,3909672432399.64,4001129531689.8,4370204710596.29,17260043995504.9,18400228955980.8,18871449905051.6,19685708869527.2,20282879826079.2,
India,IND,,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,72848004918.69,75452121701.83,77037654060.57,90663623058.68,110775860797.09,25186620206644.9,28298258513598,30162767614857.9,33940325229228.7,35879863419786.4,
India,IND,,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,15298096331.0212,15844961402.3457,16177923530.6432,19039379881.7027,23262954030.3429,375516164817.583,439039677566.764,431371805443.68,478727241339.248,480504068092.914,
India,IND,,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,..,..,..,..,..,1793.24084095656,1923.96807813995,1986.03122926839,2075.83316670258,..,
India,IND,,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..,..,..,..,..,1893.8815,2407.098107,2703.96417383,1938.232596,..,
India,IND,,"Air transport, passengers carried",IS.AIR.PSGR,..,..,..,..,..,119577835,139752424,164035637.545,167499116,..,
India,IND,,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,..,..,..,..,..,917625,1029426,1200111.363,1209803,..,
India,IND,TRUE,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,TRUE,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,90.40735874,..,..,..,
India,IND,TRUE,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,7.358738502,..,..,..,
India,IND,TRUE,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,..,..,..,..,..,..,2.2339027595,..,..,..,
India,IND,TRUE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,44.7786998616874,..,..,..,
India,IND,,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,..,..,..,..,..,..,647.5,..,..,..,
India,IND,,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,
India,IND,,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,..,..,..,..,..,44,51,55,63,64,
India,IND,,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,Aquaculture production (metric tons),ER.FSH.AQUA.MT,44843,49359,54368,59927,66096,5702002,6184869,7071302,..,..,
India,IND,TRUE,Arable land (% of land area),AG.LND.ARBL.ZS,..,52.4036472610227,52.7043344017705,52.9633154961506,53.0514363360566,52.6088141020251,52.6088141020251,52.6088141020251,..,..,
India,IND,,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..,0.33897238226834,0.334060156849536,0.328867126866788,0.322660530778864,0.118092837220504,0.116843738872384,0.115637372841168,..,..,
India,IND,,Arable land (hectares),AG.LND.ARBL.HA,..,155806000,156700000,157470000,157732000,156416000,156416000,156416000,..,..,
India,IND,,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,78.1,..,..,..,..,
India,IND,,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..,..,..,..,0.619519640840416,0.625542834090968,0.620653686202205,..,..,
India,IND,,"Armed forces personnel, total",MS.MIL.TOTL.P1,..,..,..,..,..,2981050,3031000,3026500,..,..,
India,IND,,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,..,..,..,..,..,46000000,56000000,44000000,18000000,151000000,
India,IND,,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,544000000,1122000000,371000000,647000000,920000000,3003000000,2909000000,1485000000,3075000000,2799000000,
India,IND,,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,21.168148109654,21.9970460220841,21.6531157479361,20.9530046562901,21.49654931742,
India,IND,TRUE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,1083,..,..,..,1083,..,..,..,
India,IND,,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..,..,..,..,..,
India,IND,,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,..,..,..,..,..,1.25266349394084,3.03180236369371,..,..,3.954183,
India,IND,,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,..,..,..,..,..,6.23043505153482,5.97516261041164,5.68282417953014,5.381633,5.406043,
India,IND,,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..,..,..,..,
India,IND,,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,7.15557670617221,7.39,7.52854378194736,8.10811931676293,8.10383910761613,
India,IND,,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,9.18551946416634,9.98,9.46095691207992,9.23442899080834,7.93883072465331,
India,IND,,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,636,665,824,594,584,
India,IND,,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,
India,IND,,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,
India,IND,,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,
India,IND,,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,..,..,..,..,..,74.34,74.4,74.4,74.39,..,
India,IND,,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,..,..,..,..,..,73.52,73.62,73.62,73.62,..,
India,IND,,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,..,..,..,..,..,77.03,76.98,76.98,76.92,..,
India,IND,TRUE,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,93,..,..,
India,IND,,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.995,41.749,41.484,41.2,40.898,18.332,18.083,17.857,17.644,..,
India,IND,,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,81.4,..,..,..,..,
India,IND,,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,..,..,..,..,..,51.93,51.96,51.96,51.96,..,
India,IND,,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,..,..,..,..,..,35.22,35.26,35.26,35.26,..,
India,IND,,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,..,..,..,..,..,93.29,93.29,93.29,93.29,..,
India,IND,TRUE,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,22.0719249368892,21.5018727925336,21.9307027141433,21.1162826557738,19.8063983000643,74.5492653519452,74.1441893624663,74.1476948535112,76.0459639203596,88.8760753324799,
India,IND,,Broad money (current LCU),FM.LBL.BMNY.CN,38920000000,40170000000,44030000000,48690000000,53270000000,114743761759911,126712733703626,140042431749442,154761239231776,174074107738539,
India,IND,,Broad money growth (annual %),FM.LBL.BMNY.ZG,..,3.21171634121274,9.60916106547175,10.5836929366341,9.40644896282604,6.80095412358039,10.4310437100352,10.5196199752058,10.5102484286107,12.4791379305508,
India,IND,,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,12.1167743877611,12.6594411626574,18.0313110561575,16.8210906559067,22.4117408118783,4.72983658259745,4.76453565119789,5.01747720484829,4.70991212068809,3.94967288181554,
India,IND,,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,..,..,..,..,..,7,8,8,8,..,
India,IND,,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1116557,911641,919532,985873,1255504,5196945,5553948,5342888,..,..,
India,IND,,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..,..,..,..,24.166184366593,..,
India,IND,,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..,..,..,..,..,..,..,..,9.9006121614115,..,
India,IND,,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,..,..,..,..,..,..,..,..,65.9332019454579,..,
India,IND,,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,..,..,..,..,..,..,..,..,..,..,
India,IND,,Cereal production (metric tons),AG.PRD.CREL.MT,..,87376496,87257552,90373008,93706000,297850000,313640000,318320000,..,..,
India,IND,,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,947.3,929.7,965.8,993.6,3008,3162.6,3247.9,..,..,
India,IND,,Changes in inventories (constant LCU),NE.GDI.STKB.KN,108827254885.69,92425630542.75,80065088975.56,65356336565.79,110428770496,1226393339200,2064362663700,2626392370700,1583853593900,1528298515600,
India,IND,,Changes in inventories (current LCU),NE.GDI.STKB.CN,2176930562.19048,-1813977569.64632,936164257.01632,-1464833658.70111,-1034065839.29558,1380832867700,2375808020900,3180133295300,1944410206900,1927491168700,
India,IND,,Changes in inventories (current US$),NE.GDI.STKB.CD,457155875.215876,-380935670.561398,196594690.568118,-307615375.942609,-217154043.406115,20587322097.1493,36860006312.9413,45480569245.5547,27425846042.8509,25813012076.9292,
India,IND,,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,5466041709.7527,6515405393.63595,7905957776.50492,7889685402.17332,7241107556.78618,
India,IND,,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,524879155.063454,659628260.998322,784900902.149806,871605164.428633,1253654725.41466,
India,IND,,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,..,..,..,9.57026268808977,9.58562439770988,18.044223440411,18.0442230213558,18.0442230222289,..,..,
India,IND,,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,
India,IND,,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,
India,IND,,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,
