Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,Unknown,low,low,Unknown,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,Unknown,low,low,low,low,low,low,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,Unknown,low,low,low,low,Unknown,low,low,low,low,Unknown,Unknown,low,low,low,Unknown,low,low,low,low,low,low,Unknown
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,high,below_average,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,Unknown,low,low,low,low,low,low,low,Unknown
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,Unknown
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,Unknown
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,low,low,Unknown,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,Unknown,low,Unknown,low,low
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,low,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,Unknown,low,Unknown,low,low,low,low,Unknown,low,Unknown,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,Unknown,Unknown,low,low,low,Unknown
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,Unknown,Unknown,low,low,low,low,low,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,Unknown,Unknown,Unknown
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,low,low,low,Unknown,Unknown,low,low,Unknown,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,Unknown,Unknown,Unknown,Unknown,low,low,low,low
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,below_average,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,Unknown,low,low,low,low,Unknown
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,low,Unknown,low,low,low,Unknown,low,low,Unknown,Unknown,Unknown,low,low,low,Unknown,low,low,low,Unknown,low,low,Unknown,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,Unknown
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,low,low,low,low,low,low,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,low,low,Unknown,Unknown,low,low,Unknown,low,low,Unknown,low,Unknown,Unknown,low,low,low,low,low,low,Unknown,low,Unknown,Unknown,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,low,low,low,low,low,low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,low,low,low,low,low,low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,below_average,low,low,Unknown,Unknown,low,low,low,low,low,low,Unknown,Unknown,low,low,Unknown,low,Unknown,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,Unknown,low,Unknown,Unknown,Unknown,Unknown,low,Unknown
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,Unknown,low,Unknown,low,low,Unknown,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,Unknown,low,low,low,Unknown
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,Unknown,low,Unknown,Unknown,Unknown,Unknown,Unknown
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,Unknown
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,low,low,low,low,low,low,Unknown
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,Unknown,low,Unknown,Unknown,Unknown,low,Unknown,low,Unknown,low,low,Unknown
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,Unknown,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,Unknown,Unknown,low,low,Unknown,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,Unknown,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,Unknown
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,low,low,low,low,low,low,Unknown
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,low,low,low,low,low,Unknown,low,low,Unknown,low,low,Unknown,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,Unknown,Unknown,Unknown,low,low,low,low,low,low,Unknown
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,Unknown,Unknown,low,low,low,Unknown,low,Unknown,Unknown,low,low,low,low,low,Unknown,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,low,low,low,low,low,low,Unknown
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,Unknown,Unknown,Unknown,Unknown,low,low,low,low,Unknown,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,Unknown
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,low,Unknown,Unknown,low,Unknown,low,Unknown,low,low,low,Unknown,low,low,low,low,low,Unknown,low,low,Unknown,low,low,low,low,low,low,Unknown,low,Unknown,low,low,low,low,low,low,low,low,low,Unknown,Unknown
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,Unknown,Unknown,low,low,low,low,low,low,Unknown,low,Unknown,Unknown,Unknown,low,low,low,Unknown,Unknown,Unknown,low,low,low,low,low,low
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,low,low,Unknown,Unknown,Unknown,low,low,low,low,Unknown,low,low,low,low,low,low,Unknown,Unknown,low,Unknown,low,low,low,Unknown,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,Unknown
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,Unknown
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,low,low,low,low,Unknown,low,low,Unknown,low,low,low,low,low,Unknown
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,low,low,Unknown,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,Unknown,low,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,Unknown
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,low,low,low,low,Unknown,low,low,Unknown,Unknown,Unknown,below_average,low,low,low,above_average,Unknown,below_average,below_average,low,above_average,low,low,below_average,low,low,low,low,low,Unknown,low,low,Unknown,low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,Unknown,Unknown,Unknown,low,low,low,Unknown,low,low,Unknown,low,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,low,Unknown,Unknown,low,low,low,Unknown
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unknown,low,low,low,low,low,low,low,low,low,low,low,Unknown,Unknown,low,low,low,low,low,low,low,Unknown,low,low,Unknown,low,Unknown,low,low,Unknown,Unknown,low,Unknown,low,low,low,low,low,low,low,Unknown
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,low,Unknown,low,low,low,low,low,Unknown,Unknown,Unknown,Unknown,low,low,low,low,low,low,low,low,Unknown,low,low,low,low,low,low,low,low,Unknown,low,Unknown,low,Unknown,low,low,low,low,low
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,low,low,Unknown,Unknown,low,Unknown,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,Unknown
